scan_param,scan_value,mode,reoptimize_readout,total_cost,total_wrms,wrms_1p0,wrms_2p0,wrms_2p5,S_scale,A_obs,B_obs,B0_obs
dt0_ps,-1.0,dk_chi2q,False,361.31698336641847,3.104048897236934,3.202132461202663,2.8369435050469303,3.2562951216678275,0.003,0.04,0.02,0.02
dt0_ps,-0.95,dk_chi2q,False,361.31697579516197,3.1040488647148665,3.202132377848282,2.8369434560648665,3.25629515330527,0.003,0.04,0.02,0.02
dt0_ps,-0.9,dk_chi2q,False,361.3169687189004,3.1040488343190322,3.202132295964758,2.836943409556002,3.25629518742209,0.003,0.04,0.02,0.02
dt0_ps,-0.85,dk_chi2q,False,361.3169619036644,3.104048805044424,3.2021322148284805,2.8369433643549753,3.256295222871089,0.003,0.04,0.02,0.02
dt0_ps,-0.8,dk_chi2q,False,361.31695517858714,3.104048776157089,3.202132133910282,2.8369433196146687,3.2562952588117464,0.003,0.04,0.02,0.02
dt0_ps,-0.75,dk_chi2q,False,361.3169484719403,3.104048747348921,3.2021320530273547,2.8369432749608032,3.256295294868804,0.003,0.04,0.02,0.02
dt0_ps,-0.7,dk_chi2q,False,361.31694176641673,3.1040487185455783,3.202131972131441,2.8369432303074986,3.2562953309519393,0.003,0.04,0.02,0.02
dt0_ps,-0.65,dk_chi2q,False,361.3169350585966,3.1040486897323696,3.202131891199435,2.836943185646225,3.256295367049295,0.003,0.04,0.02,0.02
dt0_ps,-0.6,dk_chi2q,False,361.3169283514841,3.104048660922201,3.20213181025904,2.8369431409808272,3.2562954031671834,0.003,0.04,0.02,0.02
